sub_sys, event_name
sched, sched_move_numa
sched, sched_pi_setprio
sched, sched_process_exec
sched, sched_process_exit
sched, sched_process_fork
sched, sched_process_free
sched, sched_process_hang
sched, sched_process_wait
sched, sched_stat_blocked
sched, sched_stat_iowait
sched, sched_stat_runtime
sched, sched_stat_sleep
sched, sched_stat_wait
sched, sched_stick_numa
sched, sched_swap_numa
sched, sched_switch
sched, sched_wait_task
sched, sched_wake_idle_without_ipi
sched, sched_wakeup
sched, sched_wakeup_new
sched, sched_waking
scsi, scsi_dispatch_cmd_done
scsi, scsi_dispatch_cmd_error
scsi, scsi_dispatch_cmd_start
scsi, scsi_dispatch_cmd_timeout
scsi, scsi_eh_wakeup
signal, signal_deliver
signal, signal_generate
skb, consume_skb
skb, kfree_skb
skb, skb_copy_datagram_iovec
sock, sock_exceed_buf_limit
sock, sock_rcvqueue_full
spi, spi_master_busy
spi, spi_master_idle
spi, spi_message_done
spi, spi_message_start
spi, spi_message_submit
spi, spi_transfer_start
spi, spi_transfer_stop
sunrpc, rpc_bind_status
sunrpc, rpc_call_status
sunrpc, rpc_connect_status
sunrpc, rpc_socket_close
sunrpc, rpc_socket_connect
sunrpc, rpc_socket_error
sunrpc, rpc_socket_reset_connection
sunrpc, rpc_socket_shutdown
sunrpc, rpc_socket_state_change
sunrpc, rpc_task_begin
sunrpc, rpc_task_complete
sunrpc, rpc_task_run_action
sunrpc, rpc_task_sleep
sunrpc, rpc_task_wakeup
sunrpc, svc_handle_xprt
sunrpc, svc_process
sunrpc, svc_recv
sunrpc, svc_send
sunrpc, svc_wake_up
sunrpc, svc_xprt_dequeue
sunrpc, svc_xprt_do_enqueue
sunrpc, xprt_complete_rqst
sunrpc, xprt_lookup_rqst
sunrpc, xprt_transmit
sunrpc, xs_tcp_data_ready
sunrpc, xs_tcp_data_recv
swiotlb, swiotlb_bounced
syscalls, sys_enter_accept
syscalls, sys_enter_accept4
syscalls, sys_enter_acct
syscalls, sys_enter_add_key
syscalls, sys_enter_adjtimex
syscalls, sys_enter_bind
syscalls, sys_enter_brk
syscalls, sys_enter_capget
syscalls, sys_enter_capset
syscalls, sys_enter_chdir
syscalls, sys_enter_chroot
syscalls, sys_enter_clock_adjtime
syscalls, sys_enter_clock_getres
syscalls, sys_enter_clock_gettime
syscalls, sys_enter_clock_nanosleep
syscalls, sys_enter_clock_settime
syscalls, sys_enter_clone
syscalls, sys_enter_close
syscalls, sys_enter_connect
syscalls, sys_enter_delete_module
syscalls, sys_enter_dup
syscalls, sys_enter_dup3
syscalls, sys_enter_epoll_create1
syscalls, sys_enter_epoll_ctl
syscalls, sys_enter_epoll_pwait
syscalls, sys_enter_eventfd2
syscalls, sys_enter_execve
syscalls, sys_enter_execveat
syscalls, sys_enter_exit
syscalls, sys_enter_exit_group
syscalls, sys_enter_faccessat
syscalls, sys_enter_fadvise64_64
syscalls, sys_enter_fallocate
syscalls, sys_enter_fanotify_init
syscalls, sys_enter_fanotify_mark
syscalls, sys_enter_fchdir
syscalls, sys_enter_fchmod
syscalls, sys_enter_fchmodat
syscalls, sys_enter_fchown
syscalls, sys_enter_fchownat
syscalls, sys_enter_fcntl
syscalls, sys_enter_fdatasync
syscalls, sys_enter_fgetxattr
syscalls, sys_enter_finit_module
syscalls, sys_enter_flistxattr
syscalls, sys_enter_flock
syscalls, sys_enter_fremovexattr
syscalls, sys_enter_fsetxattr
syscalls, sys_enter_fstatfs
syscalls, sys_enter_fsync
syscalls, sys_enter_ftruncate
syscalls, sys_enter_futex
syscalls, sys_enter_get_robust_list
syscalls, sys_enter_getcpu
syscalls, sys_enter_getcwd
syscalls, sys_enter_getdents64
syscalls, sys_enter_getegid
syscalls, sys_enter_geteuid
syscalls, sys_enter_getgid
syscalls, sys_enter_getgroups
syscalls, sys_enter_getitimer
syscalls, sys_enter_getpeername
syscalls, sys_enter_getpgid
syscalls, sys_enter_getpid
syscalls, sys_enter_getppid
syscalls, sys_enter_getpriority
syscalls, sys_enter_getrandom
syscalls, sys_enter_getresgid
syscalls, sys_enter_getresuid
syscalls, sys_enter_getrlimit
syscalls, sys_enter_getrusage
syscalls, sys_enter_getsid
syscalls, sys_enter_getsockname
syscalls, sys_enter_getsockopt
syscalls, sys_enter_gettid
syscalls, sys_enter_gettimeofday
syscalls, sys_enter_getuid
syscalls, sys_enter_getxattr
syscalls, sys_enter_init_module
syscalls, sys_enter_inotify_add_watch
syscalls, sys_enter_inotify_init1
syscalls, sys_enter_inotify_rm_watch
syscalls, sys_enter_io_cancel
syscalls, sys_enter_io_destroy
syscalls, sys_enter_io_getevents
syscalls, sys_enter_io_setup
syscalls, sys_enter_io_submit
syscalls, sys_enter_ioctl
syscalls, sys_enter_ioprio_get
syscalls, sys_enter_ioprio_set
syscalls, sys_enter_keyctl
syscalls, sys_enter_kill
syscalls, sys_enter_lgetxattr
syscalls, sys_enter_linkat
syscalls, sys_enter_listen
